Time,System Production (W)
10/08/2017 00:00,"0"
10/08/2017 00:15,"0"
10/08/2017 00:30,"0"
10/08/2017 00:45,"0"
10/08/2017 01:00,"0"
10/08/2017 01:15,"0"
10/08/2017 01:30,"0"
10/08/2017 01:45,"0"
10/08/2017 02:00,"0"
10/08/2017 02:15,"0"
10/08/2017 02:30,"0"
10/08/2017 02:45,"0"
10/08/2017 03:00,"0"
10/08/2017 03:15,"0"
10/08/2017 03:30,"0"
10/08/2017 03:45,"0"
10/08/2017 04:00,"0"
10/08/2017 04:15,"0"
10/08/2017 04:30,"0"
10/08/2017 04:45,"0"
10/08/2017 05:00,"0"
10/08/2017 05:15,"0"
10/08/2017 05:30,"0"
10/08/2017 05:45,"0"
10/08/2017 06:00,"0"
10/08/2017 06:15,"0"
10/08/2017 06:30,"0"
10/08/2017 06:45,"0"
10/08/2017 07:00,"0"
10/08/2017 07:15,"0"
10/08/2017 07:30,"0"
10/08/2017 07:45,"0"
10/08/2017 08:00,"0"
10/08/2017 08:15,"0"
10/08/2017 08:30,"0"
10/08/2017 08:45,"0"
10/08/2017 09:00,"0"
10/08/2017 09:15,"0"
10/08/2017 09:30,"0"
10/08/2017 09:45,"0"
10/08/2017 10:00,"0"
10/08/2017 10:15,"0"
10/08/2017 10:30,"15"
10/08/2017 10:45,"40"
10/08/2017 11:00,"172.1667"
10/08/2017 11:15,"568.1667"
10/08/2017 11:30,"1098.6666"
10/08/2017 11:45,"1334.5"
10/08/2017 12:00,"1368.3334"
10/08/2017 12:15,"1414.6666"
10/08/2017 12:30,"1465.5"
10/08/2017 12:45,"1499.6666"
10/08/2017 13:00,"1502.8334"
10/08/2017 13:15,"1496"
10/08/2017 13:30,"1489.6666"
10/08/2017 13:45,"889.3333"
10/08/2017 14:00,"254"
10/08/2017 14:15,"153.3333"
10/08/2017 14:30,"146.3333"
10/08/2017 14:45,"142"
10/08/2017 15:00,"135.8333"
10/08/2017 15:15,"119.8333"
10/08/2017 15:30,"105.6667"
10/08/2017 15:45,"101"
10/08/2017 16:00,"87"
10/08/2017 16:15,"71.5"
10/08/2017 16:30,"64.5"
10/08/2017 16:45,"56.6667"
10/08/2017 17:00,"45.3333"
10/08/2017 17:15,"49"
10/08/2017 17:30,"292.6667"
10/08/2017 17:45,"144.8333"
10/08/2017 18:00,"4.5"
10/08/2017 18:15,"0"
10/08/2017 18:30,"0"
10/08/2017 18:45,"0"
10/08/2017 19:00,"0"
10/08/2017 19:15,"0"
10/08/2017 19:30,"0"
10/08/2017 19:45,"0"
10/08/2017 20:00,"0"
10/08/2017 20:15,"0"
10/08/2017 20:30,"0"
10/08/2017 20:45,"0"
10/08/2017 21:00,"0"
10/08/2017 21:15,"0"
10/08/2017 21:30,"0"
10/08/2017 21:45,"0"
10/08/2017 22:00,"0"
10/08/2017 22:15,"0"
10/08/2017 22:30,"0"
10/08/2017 22:45,"0"
10/08/2017 23:00,"0"
10/08/2017 23:15,"0"
10/08/2017 23:30,"0"
10/08/2017 23:45,"0"
10/09/2017 00:00,"0"
10/09/2017 00:15,"0"
10/09/2017 00:30,"0"
10/09/2017 00:45,"0"
10/09/2017 01:00,"0"
10/09/2017 01:15,"0"
10/09/2017 01:30,"0"
10/09/2017 01:45,"0"
10/09/2017 02:00,"0"
10/09/2017 02:15,"0"
10/09/2017 02:30,"0"
10/09/2017 02:45,"0"
10/09/2017 03:00,"0"
10/09/2017 03:15,"0"
10/09/2017 03:30,"0"
10/09/2017 03:45,"0"
10/09/2017 04:00,"0"
10/09/2017 04:15,"0"
10/09/2017 04:30,"0"
10/09/2017 04:45,"0"
10/09/2017 05:00,"0"
