Time,System Production (W)
07/02/2017 00:00,"0"
07/02/2017 00:15,"0"
07/02/2017 00:30,"0"
07/02/2017 00:45,"0"
07/02/2017 01:00,"0"
07/02/2017 01:15,"0"
07/02/2017 01:30,"0"
07/02/2017 01:45,"0"
07/02/2017 02:00,"0"
07/02/2017 02:15,"0"
07/02/2017 02:30,"0"
07/02/2017 02:45,"0"
07/02/2017 03:00,"0"
07/02/2017 03:15,"0"
07/02/2017 03:30,"0"
07/02/2017 03:45,"0"
07/02/2017 04:00,"0"
07/02/2017 04:15,"0"
07/02/2017 04:30,"0"
07/02/2017 04:45,"0"
07/02/2017 05:00,"0"
07/02/2017 05:15,"26.75"
07/02/2017 05:30,"73.5"
07/02/2017 05:45,"113.6667"
07/02/2017 06:00,"82.3333"
07/02/2017 06:15,"61"
07/02/2017 06:30,"42.3333"
07/02/2017 06:45,"57.8333"
07/02/2017 07:00,"95.1667"
07/02/2017 07:15,"110"
07/02/2017 07:30,"108"
07/02/2017 07:45,"123.6667"
07/02/2017 08:00,"168.5"
07/02/2017 08:15,"130.8333"
07/02/2017 08:30,"393.3333"
07/02/2017 08:45,"281.5"
07/02/2017 09:00,"177.6667"
07/02/2017 09:15,"388.6667"
07/02/2017 09:30,"342.3333"
07/02/2017 09:45,"258"
07/02/2017 10:00,"286.6667"
07/02/2017 10:15,"291.1667"
07/02/2017 10:30,"348.3333"
07/02/2017 10:45,"288"
07/02/2017 11:00,"338.5"
07/02/2017 11:15,"1516.5"
07/02/2017 11:30,"1325"
07/02/2017 11:45,"1371"
07/02/2017 12:00,"1398.5"
07/02/2017 12:15,"1621"
07/02/2017 12:30,"847.5"
07/02/2017 12:45,"1593.5"
07/02/2017 13:00,"1329.1666"
07/02/2017 13:15,"1013.5"
07/02/2017 13:30,"1550.8334"
07/02/2017 13:45,"1298.5"
07/02/2017 14:00,"1300.3334"
07/02/2017 14:15,"1831.8334"
07/02/2017 14:30,"1953.5"
07/02/2017 14:45,"1341.1666"
07/02/2017 15:00,"1767.8334"
07/02/2017 15:15,"1285.5"
07/02/2017 15:30,"670.6667"
07/02/2017 15:45,"872.6667"
07/02/2017 16:00,"728.3333"
07/02/2017 16:15,"1643.8334"
07/02/2017 16:30,"1632.1666"
07/02/2017 16:45,"1708.5"
07/02/2017 17:00,"821.1667"
07/02/2017 17:15,"1524.5"
07/02/2017 17:30,"1343.6666"
07/02/2017 17:45,"225.5"
07/02/2017 18:00,"522"
07/02/2017 18:15,"940.1667"
07/02/2017 18:30,"919.6667"
07/02/2017 18:45,"799.6667"
07/02/2017 19:00,"776"
07/02/2017 19:15,"223.6667"
07/02/2017 19:30,"148"
07/02/2017 19:45,"111.5"
07/02/2017 20:00,"84.8333"
07/02/2017 20:15,"111.1667"
07/02/2017 20:30,"117.1667"
07/02/2017 20:45,"131"
07/02/2017 21:00,"87.5"
07/02/2017 21:15,"52.3333"
07/02/2017 21:30,"57.1667"
07/02/2017 21:45,"20.3333"
07/02/2017 22:00,"0"
07/02/2017 22:15,"0"
07/02/2017 22:30,"0"
07/02/2017 22:45,"0"
07/02/2017 23:00,"0"
07/02/2017 23:15,"0"
07/02/2017 23:30,"0"
07/02/2017 23:45,"0"
07/03/2017 00:00,"0"
07/03/2017 00:15,"0"
07/03/2017 00:30,"0"
07/03/2017 00:45,"0"
07/03/2017 01:00,"0"
07/03/2017 01:15,"0"
07/03/2017 01:30,"0"
07/03/2017 01:45,"0"
07/03/2017 02:00,"0"
07/03/2017 02:15,"0"
07/03/2017 02:30,"0"
07/03/2017 02:45,"0"
07/03/2017 03:00,"0"
07/03/2017 03:15,"0"
07/03/2017 03:30,"0"
07/03/2017 03:45,"0"
07/03/2017 04:00,"0"
07/03/2017 04:15,"0"
07/03/2017 04:30,"0"
07/03/2017 04:45,"0"
07/03/2017 05:00,"0"
07/03/2017 05:15,"0"
07/03/2017 05:30,"0"
07/03/2017 05:45,"0"
07/03/2017 06:00,"0"
07/03/2017 06:15,"0"
07/03/2017 06:30,"42.5"
07/03/2017 06:45,"92"
07/03/2017 07:00,"129.5"
07/03/2017 07:15,"98.1667"
07/03/2017 07:30,"114.6667"
07/03/2017 07:45,"143.5"
07/03/2017 08:00,"164.5"
07/03/2017 08:15,"226"
07/03/2017 08:30,"288"
07/03/2017 08:45,"339.8333"
07/03/2017 09:00,"407.8333"
07/03/2017 09:15,"279.8333"
07/03/2017 09:30,"221.6667"
07/03/2017 09:45,"180"
07/03/2017 10:00,"195"
07/03/2017 10:15,"209.8333"
07/03/2017 10:30,"230.1667"
07/03/2017 10:45,"225.1667"
07/03/2017 11:00,"260.3333"
07/03/2017 11:15,"339.3333"
07/03/2017 11:30,"499.6667"
07/03/2017 11:45,"884.5"
07/03/2017 12:00,"558"
07/03/2017 12:15,"511.8333"
07/03/2017 12:30,"285.3333"
07/03/2017 12:45,"308.5"
07/03/2017 13:00,"448"
07/03/2017 13:15,"473.5"
07/03/2017 13:30,"1353.6666"
07/03/2017 13:45,"470.5"
07/03/2017 14:00,"1716.1666"
07/03/2017 14:15,"443.8333"
07/03/2017 14:30,"682.5"
07/03/2017 14:45,"1582.3334"
07/03/2017 15:00,"1722.6666"
07/03/2017 15:15,"903.6667"
07/03/2017 15:30,"1194.3334"
07/03/2017 15:45,"535.8333"
07/03/2017 16:00,"457.3333"
07/03/2017 16:15,"953.5"
07/03/2017 16:30,"1551.5"
07/03/2017 16:45,"1464"
07/03/2017 17:00,"1391.1666"
07/03/2017 17:15,"1322.6666"
07/03/2017 17:30,"1242.5"
07/03/2017 17:45,"1171"
07/03/2017 18:00,"581.5"
07/03/2017 18:15,"629.6667"
07/03/2017 18:30,"434"
07/03/2017 18:45,"161.1667"
07/03/2017 19:00,"186.3333"
07/03/2017 19:15,"185"
07/03/2017 19:30,"324.1667"
07/03/2017 19:45,"378.6667"
07/03/2017 20:00,"107"
07/03/2017 20:15,"190.5"
07/03/2017 20:30,"149"
07/03/2017 20:45,"83.3333"
07/03/2017 21:00,"98.3333"
07/03/2017 21:15,"91.5"
07/03/2017 21:30,"48.3333"
07/03/2017 21:45,"31.3333"
07/03/2017 22:00,"5.1667"
07/03/2017 22:15,"0"
07/03/2017 22:30,"0"
07/03/2017 22:45,"0"
07/03/2017 23:00,"0"
07/03/2017 23:15,"0"
07/03/2017 23:30,"0"
07/03/2017 23:45,"0"
07/04/2017 00:00,"0"
07/04/2017 00:15,"0"
07/04/2017 00:30,"0"
07/04/2017 00:45,"0"
07/04/2017 01:00,"0"
07/04/2017 01:15,"0"
07/04/2017 01:30,"0"
07/04/2017 01:45,"0"
07/04/2017 02:00,"0"
07/04/2017 02:15,"0"
07/04/2017 02:30,"0"
07/04/2017 02:45,"0"
07/04/2017 03:00,"0"
07/04/2017 03:15,"0"
07/04/2017 03:30,"0"
07/04/2017 03:45,"0"
07/04/2017 04:00,"0"
07/04/2017 04:15,"0"
07/04/2017 04:30,"0"
07/04/2017 04:45,"0"
07/04/2017 05:00,"0"
07/04/2017 05:15,"0"
07/04/2017 05:30,"18.8333"
07/04/2017 05:45,"71.5"
07/04/2017 06:00,"139.1667"
07/04/2017 06:15,"162"
07/04/2017 06:30,"152.5"
07/04/2017 06:45,"129.1667"
07/04/2017 07:00,"204.8333"
07/04/2017 07:15,"266"
07/04/2017 07:30,"346.1667"
07/04/2017 07:45,"297.6667"
07/04/2017 08:00,"245"
07/04/2017 08:15,"404.5"
07/04/2017 08:30,"347.5"
07/04/2017 08:45,"532.5"
07/04/2017 09:00,"785.5"
07/04/2017 09:15,"867"
07/04/2017 09:30,"841.3333"
07/04/2017 09:45,"956.6667"
07/04/2017 10:00,"1144"
07/04/2017 10:15,"1401.6666"
07/04/2017 10:30,"1298.1666"
07/04/2017 10:45,"1385.3334"
07/04/2017 11:00,"1338.6666"
07/04/2017 11:15,"1437.1666"
07/04/2017 11:30,"1596.8334"
07/04/2017 11:45,"1716.1666"
07/04/2017 12:00,"1925.5"
07/04/2017 12:15,"2039.5"
07/04/2017 12:30,"1316"
07/04/2017 12:45,"1736.3334"
07/04/2017 13:00,"1941.1666"
07/04/2017 13:15,"1752.5"
07/04/2017 13:30,"2014.6666"
07/04/2017 13:45,"1859"
07/04/2017 14:00,"1407.8334"
07/04/2017 14:15,"1888"
07/04/2017 14:30,"1571.8334"
07/04/2017 14:45,"1658.1666"
07/04/2017 15:00,"1582.8334"
07/04/2017 15:15,"1875.5"
07/04/2017 15:30,"1289.5"
07/04/2017 15:45,"984.5"
07/04/2017 16:00,"1403.1666"
07/04/2017 16:15,"1635.1666"
07/04/2017 16:30,"1512.1666"
07/04/2017 16:45,"1457.1666"
07/04/2017 17:00,"1034.1666"
07/04/2017 17:15,"349.5"
07/04/2017 17:30,"681.5"
07/04/2017 17:45,"904.6667"
07/04/2017 18:00,"1045.8334"
07/04/2017 18:15,"768"
07/04/2017 18:30,"706.5"
07/04/2017 18:45,"749.6667"
07/04/2017 19:00,"674.3333"
07/04/2017 19:15,"529.8333"
07/04/2017 19:30,"250.1667"
07/04/2017 19:45,"84.6667"
07/04/2017 20:00,"101.5"
07/04/2017 20:15,"56.3333"
07/04/2017 20:30,"34.5"
07/04/2017 20:45,"40"
07/04/2017 21:00,"29.1667"
07/04/2017 21:15,"33.8333"
07/04/2017 21:30,"68.1667"
07/04/2017 21:45,"10.6667"
07/04/2017 22:00,"0"
07/04/2017 22:15,"0"
07/04/2017 22:30,"0"
07/04/2017 22:45,"0"
07/04/2017 23:00,"0"
07/04/2017 23:15,"0"
07/04/2017 23:30,"0"
07/04/2017 23:45,"0"
07/05/2017 00:00,"0"
07/05/2017 00:15,"0"
07/05/2017 00:30,"0"
07/05/2017 00:45,"0"
07/05/2017 01:00,"0"
07/05/2017 01:15,"0"
07/05/2017 01:30,"0"
07/05/2017 01:45,"0"
07/05/2017 02:00,"0"
07/05/2017 02:15,"0"
07/05/2017 02:30,"0"
07/05/2017 02:45,"0"
07/05/2017 03:00,"0"
07/05/2017 03:15,"0"
07/05/2017 03:30,"0"
07/05/2017 03:45,"0"
07/05/2017 04:00,"0"
07/05/2017 04:15,"0"
07/05/2017 04:30,"0"
07/05/2017 04:45,"0"
07/05/2017 05:00,"0"
07/05/2017 05:15,"0"
07/05/2017 05:30,"59"
07/05/2017 05:45,"68.6667"
07/05/2017 06:00,"99.3333"
07/05/2017 06:15,"133"
07/05/2017 06:30,"137.1667"
07/05/2017 06:45,"130.6667"
07/05/2017 07:00,"148.3333"
07/05/2017 07:15,"193.6667"
07/05/2017 07:30,"278.8333"
07/05/2017 07:45,"330"
07/05/2017 08:00,"332.8333"
07/05/2017 08:15,"336.5"
07/05/2017 08:30,"482.1667"
07/05/2017 08:45,"598"
07/05/2017 09:00,"578.3333"
07/05/2017 09:15,"891"
07/05/2017 09:30,"695.5"
07/05/2017 09:45,"731.1667"
07/05/2017 10:00,"672.8333"
07/05/2017 10:15,"982.1667"
07/05/2017 10:30,"914.5"
07/05/2017 10:45,"1276.5"
07/05/2017 11:00,"1349"
07/05/2017 11:15,"1412.3334"
07/05/2017 11:30,"1552.6666"
07/05/2017 11:45,"1652.3334"
07/05/2017 12:00,"1288.1666"
07/05/2017 12:15,"1415.1666"
07/05/2017 12:30,"2067.5"
07/05/2017 12:45,"1460.8334"
07/05/2017 13:00,"2072.8333"
07/05/2017 13:15,"315.3333"
07/05/2017 13:30,"322.3333"
07/05/2017 13:45,"1690.6666"
07/05/2017 14:00,"2115.3333"
07/05/2017 14:15,"705.1667"
07/05/2017 14:30,"355.6667"
07/05/2017 14:45,"1926.1666"
07/05/2017 15:00,"904"
07/05/2017 15:15,"792.1667"
07/05/2017 15:30,"507.1667"
07/05/2017 15:45,"1111.6666"
07/05/2017 16:00,"1663.1666"
07/05/2017 16:15,"1550.3334"
07/05/2017 16:30,"1573.3334"
07/05/2017 16:45,"1480"
07/05/2017 17:00,"817.1667"
07/05/2017 17:15,"1003.1667"
07/05/2017 17:30,"590.6667"
07/05/2017 17:45,"1184.3334"
07/05/2017 18:00,"1050.3334"
07/05/2017 18:15,"970.3333"
07/05/2017 18:30,"835.6667"
07/05/2017 18:45,"730.8333"
07/05/2017 19:00,"627.6667"
07/05/2017 19:15,"531.1667"
07/05/2017 19:30,"427.1667"
07/05/2017 19:45,"333.6667"
07/05/2017 20:00,"233.1667"
07/05/2017 20:15,"160"
07/05/2017 20:30,"106.1667"
07/05/2017 20:45,"71"
07/05/2017 21:00,"70"
07/05/2017 21:15,"42.5"
07/05/2017 21:30,"27.6667"
07/05/2017 21:45,"0"
07/05/2017 22:00,"0"
07/05/2017 22:15,"0"
07/05/2017 22:30,"0"
07/05/2017 22:45,"0"
07/05/2017 23:00,"0"
07/05/2017 23:15,"0"
07/05/2017 23:30,"0"
07/05/2017 23:45,"0"
07/06/2017 00:00,"0"
07/06/2017 00:15,"0"
07/06/2017 00:30,"0"
07/06/2017 00:45,"0"
07/06/2017 01:00,"0"
07/06/2017 01:15,"0"
07/06/2017 01:30,"0"
07/06/2017 01:45,"0"
07/06/2017 02:00,"0"
07/06/2017 02:15,"0"
07/06/2017 02:30,"0"
07/06/2017 02:45,"0"
07/06/2017 03:00,"0"
07/06/2017 03:15,"0"
07/06/2017 03:30,"0"
07/06/2017 03:45,"0"
07/06/2017 04:00,"0"
07/06/2017 04:15,"0"
07/06/2017 04:30,"0"
07/06/2017 04:45,"0"
07/06/2017 05:00,"0"
07/06/2017 05:15,"0"
07/06/2017 05:30,"0"
07/06/2017 05:45,"0"
07/06/2017 06:00,"96"
07/06/2017 06:15,"70.8333"
07/06/2017 06:30,"88"
07/06/2017 06:45,"114.1667"
07/06/2017 07:00,"87.8333"
07/06/2017 07:15,"73.6667"
07/06/2017 07:30,"94.3333"
07/06/2017 07:45,"264.8333"
07/06/2017 08:00,"101.6667"
07/06/2017 08:15,"131.8333"
07/06/2017 08:30,"264"
07/06/2017 08:45,"538.1667"
07/06/2017 09:00,"487"
07/06/2017 09:15,"672.5"
07/06/2017 09:30,"725.5"
07/06/2017 09:45,"992.8333"
07/06/2017 10:00,"879.5"
07/06/2017 10:15,"1069.8334"
07/06/2017 10:30,"1146.5"
07/06/2017 10:45,"1245"
07/06/2017 11:00,"1322.6666"
07/06/2017 11:15,"1378.5"
07/06/2017 11:30,"1491.3334"
07/06/2017 11:45,"1560.8334"
07/06/2017 12:00,"1252.5"
07/06/2017 12:15,"1532.5"
07/06/2017 12:30,"1533.5"
07/06/2017 12:45,"915.8333"
07/06/2017 13:00,"1665"
07/06/2017 13:15,"1367.5"
07/06/2017 13:30,"1111.1666"
07/06/2017 13:45,"1755"
07/06/2017 14:00,"1349.8334"
07/06/2017 14:15,"1126.6666"
07/06/2017 14:30,"1178.5"
07/06/2017 14:45,"966"
07/06/2017 15:00,"1095"
07/06/2017 15:15,"1035"
07/06/2017 15:30,"1103.6666"
07/06/2017 15:45,"852.3333"
07/06/2017 16:00,"660.3333"
07/06/2017 16:15,"737"
07/06/2017 16:30,"741.8333"
07/06/2017 16:45,"777.6667"
07/06/2017 17:00,"615.5"
07/06/2017 17:15,"667.1667"
07/06/2017 17:30,"475"
07/06/2017 17:45,"438.5"
07/06/2017 18:00,"376.8333"
07/06/2017 18:15,"515.1667"
07/06/2017 18:30,"390.8333"
07/06/2017 18:45,"338.5"
07/06/2017 19:00,"298.5"
07/06/2017 19:15,"307.6667"
07/06/2017 19:30,"294.5"
07/06/2017 19:45,"232.6667"
07/06/2017 20:00,"145.3333"
07/06/2017 20:15,"100"
07/06/2017 20:30,"79.6667"
07/06/2017 20:45,"70.8333"
07/06/2017 21:00,"53.8333"
07/06/2017 21:15,"32.6667"
07/06/2017 21:30,"10"
07/06/2017 21:45,"1.875"
07/06/2017 22:00,"0"
07/06/2017 22:15,"0"
07/06/2017 22:30,"0"
07/06/2017 22:45,"0"
07/06/2017 23:00,"0"
07/06/2017 23:15,"0"
07/06/2017 23:30,"0"
07/06/2017 23:45,"0"
07/07/2017 00:00,"0"
07/07/2017 00:15,"0"
07/07/2017 00:30,"0"
07/07/2017 00:45,"0"
07/07/2017 01:00,"0"
07/07/2017 01:15,"0"
07/07/2017 01:30,"0"
07/07/2017 01:45,"0"
07/07/2017 02:00,"0"
07/07/2017 02:15,"0"
07/07/2017 02:30,"0"
07/07/2017 02:45,"0"
07/07/2017 03:00,"0"
07/07/2017 03:15,"0"
07/07/2017 03:30,"0"
07/07/2017 03:45,"0"
07/07/2017 04:00,"0"
07/07/2017 04:15,"0"
07/07/2017 04:30,"0"
07/07/2017 04:45,"0"
07/07/2017 05:00,"0"
07/07/2017 05:15,"0"
07/07/2017 05:30,"0"
07/07/2017 05:45,"26"
07/07/2017 06:00,"65.6667"
07/07/2017 06:15,"74.6667"
07/07/2017 06:30,"102.3333"
07/07/2017 06:45,"108.3333"
07/07/2017 07:00,"133.8333"
07/07/2017 07:15,"163.3333"
07/07/2017 07:30,"169"
07/07/2017 07:45,"227.3333"
07/07/2017 08:00,"387.5"
07/07/2017 08:15,"392"
07/07/2017 08:30,"413.5"
07/07/2017 08:45,"604.3333"
07/07/2017 09:00,"500.8333"
07/07/2017 09:15,"479.1667"
07/07/2017 09:30,"470.1667"
07/07/2017 09:45,"569.1667"
07/07/2017 10:00,"855.5"
07/07/2017 10:15,"1108"
07/07/2017 10:30,"1251"
07/07/2017 10:45,"1043.3334"
07/07/2017 11:00,"959.6667"
07/07/2017 11:15,"1189.5"
07/07/2017 11:30,"1129.6666"
07/07/2017 11:45,"1079.8334"
07/07/2017 12:00,"1210.1666"
07/07/2017 12:15,"1190.3334"
07/07/2017 12:30,"1353.1666"
07/07/2017 12:45,"1549.8334"
07/07/2017 13:00,"1987.8334"
07/07/2017 13:15,"1553.1666"
