Time,System Production (W)
06/11/2017 00:00,"0"
06/11/2017 00:15,"0"
06/11/2017 00:30,"0"
06/11/2017 00:45,"0"
06/11/2017 01:00,"0"
06/11/2017 01:15,"0"
06/11/2017 01:30,"0"
06/11/2017 01:45,"0"
06/11/2017 02:00,"0"
06/11/2017 02:15,"0"
06/11/2017 02:30,"0"
06/11/2017 02:45,"0"
06/11/2017 03:00,"0"
06/11/2017 03:15,"0"
06/11/2017 03:30,"0"
06/11/2017 03:45,"0"
06/11/2017 04:00,"0"
06/11/2017 04:15,"0"
06/11/2017 04:30,"0"
06/11/2017 04:45,"0"
06/11/2017 05:00,"0"
06/11/2017 05:15,"0"
06/11/2017 05:30,"0"
06/11/2017 05:45,"0"
06/11/2017 06:00,"0"
06/11/2017 06:15,"0"
06/11/2017 06:30,"26.3333"
06/11/2017 06:45,"63.3333"
06/11/2017 07:00,"94.3333"
06/11/2017 07:15,"93.1667"
06/11/2017 07:30,"123"
06/11/2017 07:45,"329.1667"
06/11/2017 08:00,"234.3333"
06/11/2017 08:15,"181"
06/11/2017 08:30,"254.6667"
06/11/2017 08:45,"378"
06/11/2017 09:00,"517.3333"
06/11/2017 09:15,"308.8333"
06/11/2017 09:30,"272.3333"
06/11/2017 09:45,"265.6667"
06/11/2017 10:00,"226.1667"
06/11/2017 10:15,"273.3333"
06/11/2017 10:30,"208.3333"
06/11/2017 10:45,"256.6667"
06/11/2017 11:00,"391"
06/11/2017 11:15,"235.1667"
06/11/2017 11:30,"118.3333"
06/11/2017 11:45,"176.6667"
06/11/2017 12:00,"238.8333"
06/11/2017 12:15,"296.1667"
06/11/2017 12:30,"128.8333"
06/11/2017 12:45,"180"
06/11/2017 13:00,"230.5"
06/11/2017 13:15,"244.5"
06/11/2017 13:30,"173.3333"
06/11/2017 13:45,"149.8333"
06/11/2017 14:00,"107.8333"
06/11/2017 14:15,"75.6667"
06/11/2017 14:30,"107.6667"
06/11/2017 14:45,"92.1667"
06/11/2017 15:00,"70.6667"
06/11/2017 15:15,"70.1667"
06/11/2017 15:30,"54"
06/11/2017 15:45,"64.1667"
06/11/2017 16:00,"88.1667"
06/11/2017 16:15,"78.6667"
06/11/2017 16:30,"61.3333"
06/11/2017 16:45,"34"
06/11/2017 17:00,"85"
06/11/2017 17:15,"85.6667"
06/11/2017 17:30,"111.6667"
06/11/2017 17:45,"143.8333"
06/11/2017 18:00,"136.6667"
06/11/2017 18:15,"175.8333"
06/11/2017 18:30,"115.1667"
06/11/2017 18:45,"162.6667"
06/11/2017 19:00,"124.3333"
06/11/2017 19:15,"119.5"
06/11/2017 19:30,"59.3333"
06/11/2017 19:45,"65.5"
06/11/2017 20:00,"35"
06/11/2017 20:15,"41.1667"
06/11/2017 20:30,"51.6667"
06/11/2017 20:45,"44.5"
06/11/2017 21:00,"56.3333"
06/11/2017 21:15,"23"
06/11/2017 21:30,"1.6667"
06/11/2017 21:45,"0"
06/11/2017 22:00,"0"
06/11/2017 22:15,"0"
06/11/2017 22:30,"0"
06/11/2017 22:45,"0"
06/11/2017 23:00,"0"
06/11/2017 23:15,"0"
06/11/2017 23:30,"0"
06/11/2017 23:45,"0"
06/12/2017 00:00,"0"
06/12/2017 00:15,"0"
06/12/2017 00:30,"0"
06/12/2017 00:45,"0"
06/12/2017 01:00,"0"
06/12/2017 01:15,"0"
06/12/2017 01:30,"0"
06/12/2017 01:45,"0"
06/12/2017 02:00,"0"
06/12/2017 02:15,"0"
06/12/2017 02:30,"0"
06/12/2017 02:45,"0"
06/12/2017 03:00,"0"
06/12/2017 03:15,"0"
06/12/2017 03:30,"0"
06/12/2017 03:45,"0"
06/12/2017 04:00,"0"
06/12/2017 04:15,"0"
06/12/2017 04:30,"0"
06/12/2017 04:45,"0"
06/12/2017 05:00,"0"
06/12/2017 05:15,"0"
06/12/2017 05:30,"0"
06/12/2017 05:45,"47.3333"
06/12/2017 06:00,"114.6667"
06/12/2017 06:15,"120.1667"
06/12/2017 06:30,"76.1667"
06/12/2017 06:45,"86.6667"
06/12/2017 07:00,"97.6667"
06/12/2017 07:15,"148.8333"
06/12/2017 07:30,"152.3333"
06/12/2017 07:45,"232.1667"
06/12/2017 08:00,"391.8333"
06/12/2017 08:15,"458.5"
06/12/2017 08:30,"451"
06/12/2017 08:45,"638.6667"
06/12/2017 09:00,"761"
06/12/2017 09:15,"783.6667"
06/12/2017 09:30,"829.3333"
06/12/2017 09:45,"979.1667"
06/12/2017 10:00,"956.6667"
06/12/2017 10:15,"1174.1666"
06/12/2017 10:30,"1143.1666"
06/12/2017 10:45,"1132.3334"
06/12/2017 11:00,"992.6667"
06/12/2017 11:15,"1460.8334"
06/12/2017 11:30,"1622.1666"
06/12/2017 11:45,"1784.8334"
06/12/2017 12:00,"1396.3334"
06/12/2017 12:15,"1874.6666"
06/12/2017 12:30,"1802.8334"
06/12/2017 12:45,"1661.5"
06/12/2017 13:00,"2188.6667"
06/12/2017 13:15,"1241.1666"
06/12/2017 13:30,"1598.6666"
06/12/2017 13:45,"979.1667"
06/12/2017 14:00,"740.1667"
06/12/2017 14:15,"1568.8334"
06/12/2017 14:30,"1391.1666"
06/12/2017 14:45,"1835.1666"
06/12/2017 15:00,"1517.1666"
06/12/2017 15:15,"1695"
06/12/2017 15:30,"1630.6666"
06/12/2017 15:45,"1705.8334"
06/12/2017 16:00,"913.6667"
06/12/2017 16:15,"1412.1666"
06/12/2017 16:30,"1390.5"
06/12/2017 16:45,"672.1667"
06/12/2017 17:00,"257"
06/12/2017 17:15,"22"
06/12/2017 17:30,"119.8333"
06/12/2017 17:45,"253.6667"
06/12/2017 18:00,"166.5"
06/12/2017 18:15,"397.3333"
06/12/2017 18:30,"459.1667"
06/12/2017 18:45,"851.6667"
06/12/2017 19:00,"763.5"
06/12/2017 19:15,"349"
06/12/2017 19:30,"185"
06/12/2017 19:45,"119.1667"
06/12/2017 20:00,"73.3333"
06/12/2017 20:15,"104.5"
06/12/2017 20:30,"116.5"
06/12/2017 20:45,"75.8333"
06/12/2017 21:00,"25.3333"
06/12/2017 21:15,"22.6667"
06/12/2017 21:30,"7.3333"
06/12/2017 21:45,"2.5"
06/12/2017 22:00,"0"
06/12/2017 22:15,"0"
06/12/2017 22:30,"0"
06/12/2017 22:45,"0"
06/12/2017 23:00,"0"
06/12/2017 23:15,"0"
06/12/2017 23:30,"0"
06/12/2017 23:45,"0"
06/13/2017 00:00,"0"
06/13/2017 00:15,"0"
06/13/2017 00:30,"0"
06/13/2017 00:45,"0"
06/13/2017 01:00,"0"
06/13/2017 01:15,"0"
06/13/2017 01:30,"0"
06/13/2017 01:45,"0"
06/13/2017 02:00,"0"
06/13/2017 02:15,"0"
06/13/2017 02:30,"0"
06/13/2017 02:45,"0"
06/13/2017 03:00,"0"
06/13/2017 03:15,"0"
06/13/2017 03:30,"0"
06/13/2017 03:45,"0"
06/13/2017 04:00,"0"
06/13/2017 04:15,"0"
06/13/2017 04:30,"0"
06/13/2017 04:45,"0"
06/13/2017 05:00,"0"
06/13/2017 05:15,"0"
06/13/2017 05:30,"0"
06/13/2017 05:45,"0"
06/13/2017 06:00,"0"
06/13/2017 06:15,"95.8333"
06/13/2017 06:30,"122"
06/13/2017 06:45,"88.8333"
06/13/2017 07:00,"82.8333"
06/13/2017 07:15,"90.3333"
06/13/2017 07:30,"95.8333"
06/13/2017 07:45,"125.3333"
06/13/2017 08:00,"154.8333"
06/13/2017 08:15,"252"
06/13/2017 08:30,"240.6667"
06/13/2017 08:45,"673.8333"
06/13/2017 09:00,"718.8333"
06/13/2017 09:15,"627.5"
06/13/2017 09:30,"734.6667"
06/13/2017 09:45,"959.8333"
06/13/2017 10:00,"1136.5"
06/13/2017 10:15,"1009.1667"
06/13/2017 10:30,"618.5"
