Time,System Production (W)
05/28/2017 00:00,"0"
05/28/2017 00:15,"0"
05/28/2017 00:30,"0"
05/28/2017 00:45,"0"
05/28/2017 01:00,"0"
05/28/2017 01:15,"0"
05/28/2017 01:30,"0"
05/28/2017 01:45,"0"
05/28/2017 02:00,"0"
05/28/2017 02:15,"0"
05/28/2017 02:30,"0"
05/28/2017 02:45,"0"
05/28/2017 03:00,"0"
05/28/2017 03:15,"0"
05/28/2017 03:30,"0"
05/28/2017 03:45,"0"
05/28/2017 04:00,"0"
05/28/2017 04:15,"0"
05/28/2017 04:30,"0"
05/28/2017 04:45,"0"
05/28/2017 05:00,"0"
05/28/2017 05:15,"0"
05/28/2017 05:30,"0"
05/28/2017 05:45,"0"
05/28/2017 06:00,"50"
05/28/2017 06:15,"147"
05/28/2017 06:30,"197.8333"
05/28/2017 06:45,"136.3333"
05/28/2017 07:00,"191.8333"
05/28/2017 07:15,"247"
05/28/2017 07:30,"255.6667"
05/28/2017 07:45,"246"
05/28/2017 08:00,"230.1667"
05/28/2017 08:15,"327.1667"
05/28/2017 08:30,"358.8333"
05/28/2017 08:45,"469.6667"
05/28/2017 09:00,"355.5"
05/28/2017 09:15,"431.1667"
05/28/2017 09:30,"300.6667"
05/28/2017 09:45,"196.5"
05/28/2017 10:00,"337.3333"
05/28/2017 10:15,"635.6667"
05/28/2017 10:30,"526.5"
05/28/2017 10:45,"420.3333"
05/28/2017 11:00,"498.3333"
05/28/2017 11:15,"230.8333"
05/28/2017 11:30,"341"
05/28/2017 11:45,"686.8333"
05/28/2017 12:00,"563.3333"
05/28/2017 12:15,"638.8333"
05/28/2017 12:30,"657.5"
05/28/2017 12:45,"836.1667"
05/28/2017 13:00,"496.1667"
05/28/2017 13:15,"531"
05/28/2017 13:30,"237.8333"
05/28/2017 13:45,"196.3333"
05/28/2017 14:00,"424.6667"
05/28/2017 14:15,"455.5"
05/28/2017 14:30,"756.8333"
05/28/2017 14:45,"605.5"
05/28/2017 15:00,"452.5"
05/28/2017 15:15,"483.5"
05/28/2017 15:30,"1268.8334"
05/28/2017 15:45,"1460.5"
05/28/2017 16:00,"1145.1666"
05/28/2017 16:15,"346.5"
05/28/2017 16:30,"1033"
05/28/2017 16:45,"561.5"
05/28/2017 17:00,"607"
05/28/2017 17:15,"1018.3333"
05/28/2017 17:30,"1010.6667"
05/28/2017 17:45,"381.5"
05/28/2017 18:00,"617.6667"
05/28/2017 18:15,"258"
05/28/2017 18:30,"330.8333"
05/28/2017 18:45,"560.6667"
05/28/2017 19:00,"297.6667"
05/28/2017 19:15,"218"
05/28/2017 19:30,"176.8333"
05/28/2017 19:45,"280.6667"
05/28/2017 20:00,"188.5"
05/28/2017 20:15,"93.6667"
05/28/2017 20:30,"85.3333"
05/28/2017 20:45,"67.1667"
05/28/2017 21:00,"54.1667"
05/28/2017 21:15,"37"
05/28/2017 21:30,"19.5"
05/28/2017 21:45,"2.3333"
05/28/2017 22:00,"0"
05/28/2017 22:15,"0"
05/28/2017 22:30,"0"
05/28/2017 22:45,"0"
05/28/2017 23:00,"0"
05/28/2017 23:15,"0"
05/28/2017 23:30,"0"
05/28/2017 23:45,"0"
05/29/2017 00:00,"0"
05/29/2017 00:15,"0"
05/29/2017 00:30,"0"
05/29/2017 00:45,"0"
05/29/2017 01:00,"0"
05/29/2017 01:15,"0"
