Time,System Production (W)
07/30/2017 00:00,"0"
07/30/2017 00:15,"0"
07/30/2017 00:30,"0"
07/30/2017 00:45,"0"
07/30/2017 01:00,"0"
07/30/2017 01:15,"0"
07/30/2017 01:30,"0"
07/30/2017 01:45,"0"
07/30/2017 02:00,"0"
07/30/2017 02:15,"0"
07/30/2017 02:30,"0"
07/30/2017 02:45,"0"
07/30/2017 03:00,"0"
07/30/2017 03:15,"0"
07/30/2017 03:30,"0"
07/30/2017 03:45,"0"
07/30/2017 04:00,"0"
07/30/2017 04:15,"0"
07/30/2017 04:30,"0"
07/30/2017 04:45,"0"
07/30/2017 05:00,"0"
07/30/2017 05:15,"0"
07/30/2017 05:30,"0"
07/30/2017 05:45,"0"
07/30/2017 06:00,"35.75"
07/30/2017 06:15,"69.3333"
07/30/2017 06:30,"89.6667"
07/30/2017 06:45,"79.3333"
07/30/2017 07:00,"72"
07/30/2017 07:15,"83.5"
07/30/2017 07:30,"112.5"
07/30/2017 07:45,"121.6667"
07/30/2017 08:00,"142"
07/30/2017 08:15,"170.8333"
07/30/2017 08:30,"186.5"
07/30/2017 08:45,"181.1667"
07/30/2017 09:00,"105.8333"
07/30/2017 09:15,"175"
07/30/2017 09:30,"310"
07/30/2017 09:45,"327.5"
07/30/2017 10:00,"264.3333"
07/30/2017 10:15,"472.5"
07/30/2017 10:30,"862.6667"
07/30/2017 10:45,"556.5"
07/30/2017 11:00,"906.5"
07/30/2017 11:15,"1018.8333"
07/30/2017 11:30,"768.8333"
07/30/2017 11:45,"713"
07/30/2017 12:00,"585.3333"
07/30/2017 12:15,"663.1667"
07/30/2017 12:30,"851.1667"
07/30/2017 12:45,"1211"
07/30/2017 13:00,"1275.3334"
07/30/2017 13:15,"804.6667"
07/30/2017 13:30,"793.6667"
07/30/2017 13:45,"647"
07/30/2017 14:00,"1093.3334"
07/30/2017 14:15,"858.3333"
07/30/2017 14:30,"987.3333"
07/30/2017 14:45,"617.8333"
07/30/2017 15:00,"492.8333"
07/30/2017 15:15,"512.8333"
07/30/2017 15:30,"351.6667"
07/30/2017 15:45,"281"
07/30/2017 16:00,"227.3333"
07/30/2017 16:15,"422.8333"
07/30/2017 16:30,"357"
07/30/2017 16:45,"319.8333"
07/30/2017 17:00,"256.5"
07/30/2017 17:15,"209.6667"
07/30/2017 17:30,"92.3333"
07/30/2017 17:45,"42.8333"
