Date-Hour(NMT),FF,OT_1,PR,QSI,TA,UU
04.08.2017-17:00,4.1,0,994.1,37.8,15.6,83
04.08.2017-18:00,1.1,0,994.8,18.2,14.1,98
04.08.2017-19:00,1.2,9,995,192.6,15.5,86
04.08.2017-20:00,1.4,1,995.3,64.6,14.9,95
04.08.2017-21:00,2.2,0,995.5,2.3,14.2,99
04.08.2017-22:00,1.5,0,995.4,-6.4,14.2,99
04.08.2017-23:00,2.1,0,995.8,-6.5,14.5,97
05.08.2017-00:00,2.8,0,996.1,-6.2,14.8,96
05.08.2017-01:00,1,0,996.3,-6.9,14.3,96
05.08.2017-02:00,0.3,0,996.6,-8.1,13.9,100
05.08.2017-03:00,2.5,0,997,-7.5,14,97
05.08.2017-04:00,2.4,0,997.4,-6.2,13.8,97
05.08.2017-05:00,1.9,0,998,2,13.9,96
05.08.2017-06:00,1.1,0,998.4,36.9,14.5,93
05.08.2017-07:00,1.8,0,998.9,87.2,15.4,88
05.08.2017-08:00,0.7,3,999.6,130.6,16.4,83
05.08.2017-09:00,2.1,11,1000,266.2,16.6,77
05.08.2017-10:00,1.8,8,1000.5,355.7,16.8,76
05.08.2017-11:00,1.8,37,1000.4,526.4,19.2,63
05.08.2017-12:00,1,25,1000.4,504.7,19,64
05.08.2017-13:00,3.4,13,1000.7,372.3,18.2,86
05.08.2017-14:00,1.1,16,1000.9,474.4,18.6,70
05.08.2017-15:00,2.3,40,1001.1,402.1,19.8,70
05.08.2017-16:00,2.1,0,1001.3,236,18.6,75
05.08.2017-17:00,2.1,44,1001.7,350,19.2,68
05.08.2017-18:00,2.1,0,1001.5,197.6,17.9,74
05.08.2017-19:00,3.2,10,1001.6,109,17.1,84
05.08.2017-20:00,1.7,0,1002.1,37.6,16.1,82
05.08.2017-21:00,1.6,0,1002.4,-1.2,15.5,91
05.08.2017-22:00,0.9,0,1002.4,-6.9,15.5,88
05.08.2017-23:00,1.1,0,1002.6,-7.1,15.3,88
06.08.2017-00:00,0.6,0,1002.7,-6.8,14.8,92
06.08.2017-01:00,0.3,0,1002.8,-7.2,14.3,98
06.08.2017-02:00,1.3,0,1002.9,-7.8,14.3,99
06.08.2017-03:00,0.8,0,1002.9,-8.9,14.3,99
06.08.2017-04:00,0.5,0,1002.9,-7.7,14.1,100
06.08.2017-05:00,0.9,0,1003,-3.3,13.9,100
06.08.2017-06:00,0.8,0,1003.4,5.1,13.9,100
06.08.2017-07:00,2.2,0,1003.8,17,13.8,100
06.08.2017-08:00,1.2,0,1004.4,43.6,13.7,100
06.08.2017-09:00,1.4,0,1004.9,115.8,14.3,100
06.08.2017-10:00,1.7,0,1005.5,141.2,14.9,100
06.08.2017-11:00,2.8,0,1005.9,234.7,15.1,96
06.08.2017-12:00,2.9,0,1006.4,282.9,15.2,91
06.08.2017-13:00,3.2,0,1006.8,290.2,15.5,92
06.08.2017-14:00,3.3,0,1007.1,275.5,16.2,87
06.08.2017-15:00,2.5,0,1007.5,291.1,16.4,80
06.08.2017-16:00,3,12,1007.5,290,17.4,71
06.08.2017-17:00,2.4,16,1007.8,243.5,17.5,70
06.08.2017-18:00,1.7,0,1007.9,105.2,17.1,76
06.08.2017-19:00,1.4,0,1008.4,51,16.5,77
06.08.2017-20:00,1.2,0,1008.7,20.1,16,82
06.08.2017-21:00,1.5,1,1009.1,-0.3,15.4,91
06.08.2017-22:00,2.7,0,1009.4,-7.3,14.9,89
06.08.2017-23:00,2.7,0,1010.1,-7.9,14.6,69
07.08.2017-00:00,2.2,0,1010.4,-7.6,13.9,67
07.08.2017-01:00,1.6,0,1010.7,-7.9,12.1,81
07.08.2017-02:00,1.7,0,1011,-7.7,11.2,86
07.08.2017-03:00,1.9,0,1011.4,-8.2,10.2,94
07.08.2017-04:00,0.4,0,1011.9,-7.8,9.3,99
07.08.2017-05:00,1.3,0,1012.1,1.7,9.6,97
07.08.2017-06:00,0.1,17,1012.3,58,11.5,93
07.08.2017-07:00,1.6,6,1012.4,129.7,13.6,79
07.08.2017-08:00,1.8,41,1012.6,256,15.4,73
07.08.2017-09:00,1.9,60,1012.7,379.7,16.8,65
07.08.2017-10:00,2.6,60,1012.9,585.6,18.2,60
07.08.2017-11:00,4.3,60,1012.8,663.1,18.6,51
07.08.2017-12:00,5,60,1013.1,704.8,18.2,55
07.08.2017-13:00,4,12,1013.3,449.8,18.5,53
07.08.2017-14:00,7.6,0,1013.9,253,16.7,57
07.08.2017-15:00,4.1,0,1014.5,126.7,14.4,79
07.08.2017-16:00,3.5,0,1014.1,43.8,13.5,97
07.08.2017-17:00,2.6,0,1013.4,23.9,13.3,97
07.08.2017-18:00,4.2,0,1012.3,9.4,13.3,96
07.08.2017-19:00,4.4,0,1011.9,4.8,14,99
07.08.2017-20:00,4.4,0,1012.2,1.9,14.6,97
07.08.2017-21:00,3.6,0,1012.7,-3.9,14.6,97
07.08.2017-22:00,2.3,0,1013.2,-5.5,14.6,97
07.08.2017-23:00,3,0,1013.5,-5.7,14.6,96
08.08.2017-00:00,3,0,1013.9,-5.9,14.3,97
08.08.2017-01:00,2.9,0,1014.3,-5.8,14,97
08.08.2017-02:00,2.5,0,1014.5,-6,13.6,97
08.08.2017-03:00,2.1,0,1014.8,-6.3,13.4,98
08.08.2017-04:00,2.6,0,1014.9,-6,13.2,96
08.08.2017-05:00,1.9,0,1015.3,6.5,13,96
08.08.2017-06:00,1.9,4,1015.7,40.6,13.3,95
08.08.2017-07:00,1.4,0,1016,92.6,14.1,91
08.08.2017-08:00,2.5,52,1016.4,363.2,15.8,82
08.08.2017-09:00,1.1,58,1016.7,394.2,16.3,77
08.08.2017-10:00,2,59,1017,557.2,18,69
08.08.2017-11:00,3.3,60,1017.1,656.4,18.7,61
08.08.2017-12:00,4.2,60,1017.5,644.5,19.1,61
08.08.2017-13:00,3.9,60,1017.5,673.5,19.5,56
08.08.2017-14:00,3.4,60,1017.2,735.2,19.8,55
08.08.2017-15:00,3.1,60,1017.1,559.9,20,56
08.08.2017-16:00,3,59,1017.4,459.6,19.6,56
08.08.2017-17:00,1.9,60,1017.1,375.4,20.2,53
08.08.2017-18:00,2.1,60,1017.3,229.4,19.3,52
08.08.2017-19:00,1.5,30,1017.6,145.9,18.8,58
08.08.2017-20:00,1.2,9,1018,31.2,17.4,67
08.08.2017-21:00,1.5,3,1018.2,-3,16.7,76
08.08.2017-22:00,2.4,0,1018.2,-7,16.1,76
08.08.2017-23:00,2.7,0,1018.1,-6.8,15.7,79
09.08.2017-00:00,2.7,0,1017.8,-6.9,15.8,75
09.08.2017-01:00,4,0,1017.4,-6.3,15.9,72
09.08.2017-02:00,1.2,0,1018.5,-5.8,13.9,100
09.08.2017-03:00,4,0,1017.7,-3.9,13.9,96
09.08.2017-04:00,5.1,0,1017,-5.2,14.1,96
09.08.2017-05:00,5.2,0,1016.2,-3,14.3,94
09.08.2017-06:00,3.6,0,1016.1,4.2,14.4,94
09.08.2017-07:00,4.2,2,1016,36.6,14.6,96
09.08.2017-08:00,4.7,0,1015.3,117.4,15,93
09.08.2017-09:00,5.5,0,1014.9,49.5,14.8,94
09.08.2017-10:00,6.3,0,1014.6,35.2,14.8,92
09.08.2017-11:00,5.6,0,1014.1,18.3,14.6,96
09.08.2017-12:00,6.2,0,1013.4,80.6,15.2,92
09.08.2017-13:00,5.8,0,1012.9,68.8,14.8,95
09.08.2017-14:00,4.8,0,1012.6,21.4,14.7,97
09.08.2017-15:00,4,0,1012.1,11,14.5,100
09.08.2017-16:00,3.7,0,1011.8,9.1,14.6,100
09.08.2017-17:00,5.7,0,1011.1,14.2,14.4,100
09.08.2017-18:00,4.6,0,1010.6,14.4,14.7,99
09.08.2017-19:00,2.8,0,1010.7,23.2,14.8,99
09.08.2017-20:00,3.3,0,1010.5,4.8,14.9,98
09.08.2017-21:00,1.9,0,1010.8,-4.6,14.8,98
09.08.2017-22:00,2.5,0,1011,-6.8,14.8,98
09.08.2017-23:00,2.8,0,1010.9,-7,14.8,97
10.08.2017-00:00,1.2,0,1011.2,-6.6,14.7,98
10.08.2017-01:00,0.7,0,1011,-6.8,14.2,100
10.08.2017-02:00,0.7,0,1011.3,-6.2,14.2,100
10.08.2017-03:00,1,0,1011.5,-6,14.4,100
10.08.2017-04:00,0.6,0,1011.4,-8.1,13.5,100
10.08.2017-05:00,1.3,0,1011.5,-0.6,12.7,100
10.08.2017-06:00,0.8,26,1012.1,53.6,13.4,100
10.08.2017-07:00,1.3,3,1012.4,69.2,14.4,98
10.08.2017-08:00,2.1,53,1012.7,347.2,17.3,85
10.08.2017-09:00,2,23,1013.3,288.6,18.1,77
10.08.2017-10:00,2.2,51,1013.3,464.6,19,73
10.08.2017-11:00,2,60,1013.3,674.4,20.7,72
10.08.2017-12:00,3,58,1013.5,766.7,21,66
10.08.2017-13:00,3.6,59,1013.6,698.5,22.4,50
10.08.2017-14:00,2.4,31,1013.7,435.6,21.8,57
10.08.2017-15:00,3.3,60,1013.8,625.6,21.8,49
10.08.2017-16:00,3.6,55,1013.7,466.1,23.4,41
10.08.2017-17:00,2.9,60,1013.8,375.7,23.2,39
10.08.2017-18:00,4.4,60,1013.7,292.7,21.9,41
10.08.2017-19:00,2.3,55,1014,143.6,20.6,46
10.08.2017-20:00,1.4,42,1014.3,40.5,18.4,55
10.08.2017-21:00,1.6,0,1014.5,-3.8,17.3,86
10.08.2017-22:00,1.8,0,1014.8,-7.7,15.2,92
10.08.2017-23:00,0.7,0,1015.1,-7.9,13.9,95
11.08.2017-00:00,2,0,1015.4,-8.9,13.2,97
11.08.2017-01:00,2.2,0,1015,-7.8,12.5,99
11.08.2017-02:00,1.5,0,1014.6,-7.5,11.8,100
11.08.2017-03:00,1.9,0,1013.9,-7.4,11.4,99
11.08.2017-04:00,2.5,0,1013.7,-7,10.9,100
11.08.2017-05:00,1.6,4,1013.6,1.5,10.7,100
11.08.2017-06:00,1.2,54,1013.3,68,11.8,99
11.08.2017-07:00,1,17,1013.2,145.9,14.2,95
11.08.2017-08:00,1.8,57,1012.7,342.7,15.7,79
11.08.2017-09:00,3.3,60,1012.2,463.1,17.2,68
11.08.2017-10:00,2.3,60,1012.1,558,18.8,60
11.08.2017-11:00,4.2,60,1011.3,651.3,20.3,52
11.08.2017-12:00,3.5,60,1010.3,715.4,21.2,53
11.08.2017-13:00,5.5,60,1009.9,722.2,21.4,51
11.08.2017-14:00,5.1,60,1009.5,691.6,21.6,48
11.08.2017-15:00,5.9,60,1009.4,634.5,21.1,53
11.08.2017-16:00,5.1,60,1008.9,531.3,20.3,56
11.08.2017-17:00,6.2,60,1008.8,423.3,19.3,62
11.08.2017-18:00,4.7,60,1008.4,285.9,18.3,69
11.08.2017-19:00,5.1,25,1007.8,100,17,77
11.08.2017-20:00,4.8,0,1007.9,11.5,16.2,84
11.08.2017-21:00,4.1,0,1007.7,-4.4,15.4,89
11.08.2017-22:00,2.2,0,1006.8,-6.2,14.9,91
11.08.2017-23:00,2.7,0,1006.6,-6.9,14.8,88
12.08.2017-00:00,2.7,0,1006.2,-7,14.3,90
12.08.2017-01:00,4.2,0,1005.8,-6.1,14.6,83
12.08.2017-02:00,3.7,0,1006.2,-5.8,14.3,83
12.08.2017-03:00,3.3,0,1005.6,-6.1,14.2,83
12.08.2017-04:00,3.2,0,1005.1,-6,14.3,82
12.08.2017-05:00,2.8,0,1004.5,0,13.6,91
12.08.2017-06:00,2,0,1004.1,23.2,13.5,97
12.08.2017-07:00,2.6,0,1004,40.4,14,92
12.08.2017-08:00,3.7,11,1004.3,132.3,15,86
12.08.2017-09:00,2.5,0,1004.3,121.2,15.2,87
12.08.2017-10:00,2.8,26,1004.1,337.7,17,77
12.08.2017-11:00,1.6,31,1004,457.8,18.3,76
12.08.2017-12:00,2.1,19,1003.9,434.9,18,73
12.08.2017-13:00,2.8,10,1003.5,379.6,18.4,74
12.08.2017-14:00,3.9,52,1002.6,609.4,19.7,66
12.08.2017-15:00,4.3,36,1002.2,447.7,19.6,68
12.08.2017-16:00,4.5,29,1002.1,370.6,18.7,71
12.08.2017-17:00,4.5,0,1002,130.2,18,78
12.08.2017-18:00,3.5,0,1001.7,60.6,17,86
12.08.2017-19:00,3.1,0,1001.5,32.5,17,87
12.08.2017-20:00,4,0,1001.2,-1.7,16.3,94
12.08.2017-21:00,3.4,0,1001.2,-5.3,15.8,98
12.08.2017-22:00,3.6,0,1001.4,-5.7,14.2,93
12.08.2017-23:00,1.5,0,1001.8,-6.6,13.5,99
13.08.2017-00:00,6.2,0,1002.2,-6,13.2,85
13.08.2017-01:00,4,0,1003.2,-6.1,12.2,87
13.08.2017-02:00,3.7,0,1003.5,-6.5,11.9,88
13.08.2017-03:00,3.9,0,1004.2,-5.4,11.8,84
13.08.2017-04:00,1.9,0,1005.1,-5.7,11.6,83
13.08.2017-05:00,2.5,0,1005.7,-4.2,11.3,82
13.08.2017-06:00,3.6,0,1006.8,15.2,11.2,75
13.08.2017-07:00,3.8,13,1007.3,108.6,12.5,68
13.08.2017-08:00,5.3,60,1008.1,337.5,13.5,62
13.08.2017-09:00,3.2,60,1008.9,471.4,15.2,53
13.08.2017-10:00,3.8,55,1009.6,526.3,15.1,49
13.08.2017-11:00,3.8,60,1010,672.1,16.9,43
13.08.2017-12:00,3,58,1010.3,750.1,18.2,45
13.08.2017-13:00,2.9,53,1010.4,682.9,19.4,40
13.08.2017-14:00,2.8,55,1010.5,663.7,19.5,40
13.08.2017-15:00,2.9,48,1010.8,522.3,18.8,42
13.08.2017-16:00,1.9,17,1011.2,271.4,18.4,43
13.08.2017-17:00,3.6,53,1011.4,386,20.2,31
13.08.2017-18:00,3.5,60,1011.7,292.4,18.5,35
13.08.2017-19:00,2.6,60,1012.4,156.5,17.7,37
13.08.2017-20:00,2.5,53,1013.2,43.3,15.6,44
13.08.2017-21:00,4.3,0,1013.9,-4.3,15.3,45
13.08.2017-22:00,3.6,0,1014.4,-6.9,14.4,49
13.08.2017-23:00,4.6,0,1015.2,-6.9,13.6,51
14.08.2017-00:00,0.8,0,1015.7,-7.6,11.4,61
14.08.2017-01:00,1.8,0,1016.1,-8.1,12,56
14.08.2017-02:00,1.2,0,1016.8,-8.2,10.4,64
14.08.2017-03:00,1.1,0,1017.5,-8.2,8.3,81
14.08.2017-04:00,1.8,0,1017.7,-7.2,7.7,85
14.08.2017-05:00,0.9,0,1018.6,-1.7,7.1,87
14.08.2017-06:00,2.4,54,1018.8,66,8.5,82
14.08.2017-07:00,0.9,60,1019.3,189.1,12.5,64
14.08.2017-08:00,1,60,1019.6,323.1,14.6,58
14.08.2017-09:00,1.9,60,1019.9,451.8,15.7,52
14.08.2017-10:00,1.9,60,1020.4,564.8,16.8,51
14.08.2017-11:00,2.2,60,1020.4,653.6,18.1,45
14.08.2017-12:00,3.4,60,1020.5,705.6,18.9,41
14.08.2017-13:00,3.4,60,1020.5,718.4,18.9,39
14.08.2017-14:00,2.9,60,1020.4,696.1,19.7,38
14.08.2017-15:00,2.8,60,1020.4,630.7,20.2,36
14.08.2017-16:00,3.3,60,1020.2,516.2,19.3,43
14.08.2017-17:00,3.6,60,1020.2,391.3,18.5,45
14.08.2017-18:00,2.9,49,1020.5,204.4,17.2,54
14.08.2017-19:00,4.6,0,1020.6,67.7,16.6,60
14.08.2017-20:00,3.7,0,1021.1,13.8,15.6,67
14.08.2017-21:00,3,0,1021.6,-5,14.9,74
14.08.2017-22:00,2.3,0,1021.5,-6.6,14.5,78
14.08.2017-23:00,1.9,0,1021.6,-6.5,14,84
15.08.2017-00:00,2.2,0,1021.8,-6.2,14,85
15.08.2017-01:00,1.6,0,1021.5,-6.5,13.6,89
15.08.2017-02:00,1.7,0,1021.3,-6.6,13.4,89
15.08.2017-03:00,1.8,0,1021.5,-6.7,13.2,93
15.08.2017-04:00,1.2,0,1021.3,-6.2,13.1,92
15.08.2017-05:00,0.9,0,1021.5,-1.8,12.7,94
15.08.2017-06:00,0.6,1,1021.3,45.9,13.9,88
15.08.2017-07:00,0.6,2,1021.2,58.3,14.6,84
15.08.2017-08:00,2.4,8,1021.2,150.1,15.3,85
15.08.2017-09:00,2.3,2,1020.8,280.3,16.4,82
15.08.2017-10:00,3.3,52,1020.5,470.1,18.1,70
15.08.2017-11:00,4.1,57,1019.8,649.5,18.7,56
15.08.2017-12:00,3,24,1019.4,430.8,18.6,53
15.08.2017-13:00,2.2,0,1019.1,184.5,17.9,59
15.08.2017-14:00,1.5,0,1018.8,101.8,16.4,71
15.08.2017-15:00,1.6,0,1018.5,33.8,16.4,66
15.08.2017-16:00,1.1,0,1018.1,20.2,14.9,81
15.08.2017-17:00,2.7,0,1016.9,30.7,15.2,77
15.08.2017-18:00,3,0,1016,28.6,15.7,75
15.08.2017-19:00,1.6,0,1015.8,1.3,15.8,75
15.08.2017-20:00,1.8,0,1015.2,0.4,16.2,75
15.08.2017-21:00,2.3,0,1014.6,-5.8,16.6,82
15.08.2017-22:00,1.4,0,1014.2,-4.8,14.5,100
15.08.2017-23:00,1.7,0,1013.7,-4.3,14.5,100
16.08.2017-00:00,1.2,0,1012.7,-4,14.5,100
16.08.2017-01:00,2.1,0,1012.1,-4,14.4,100
16.08.2017-02:00,1.4,0,1011.5,-4.8,14.3,100
16.08.2017-03:00,1,0,1011.2,-6,14.2,100
16.08.2017-04:00,2.3,0,1011,-5.4,14.5,100
16.08.2017-05:00,1.5,0,1011.2,-4.8,14.5,100
16.08.2017-06:00,2,0,1011.6,-0.1,14.5,100
16.08.2017-07:00,2.3,0,1011.9,48.3,14.8,100
16.08.2017-08:00,1.9,19,1012.3,199.5,15.8,99
16.08.2017-09:00,2.6,22,1013.1,286,17,87
16.08.2017-10:00,2.4,57,1013.4,554.3,18.6,78
16.08.2017-11:00,2.5,54,1013.6,591.8,20,70
16.08.2017-12:00,4.4,58,1014,666.7,21.2,51
16.08.2017-13:00,2,50,1014.3,639.4,21.1,50
16.08.2017-14:00,3.5,37,1014.4,449.9,20.4,48
16.08.2017-15:00,3.4,60,1014.3,665.6,22.2,47
16.08.2017-16:00,4.7,47,1014.6,372.1,21.4,45
16.08.2017-17:00,3.5,36,1014.9,269.2,20.8,48
16.08.2017-18:00,3.3,23,1015.2,151.9,20,54
16.08.2017-19:00,3.9,49,1015.5,114.7,19.3,60
16.08.2017-20:00,2.9,28,1016.2,24.7,18,69
16.08.2017-21:00,2.3,0,1016.7,-6.4,16.6,77
16.08.2017-22:00,3,0,1016.7,-7.7,15.8,83
16.08.2017-23:00,1.6,0,1017.2,-8.1,14.4,91
17.08.2017-00:00,1.1,0,1017.2,-8.7,13.1,97
17.08.2017-01:00,1.4,0,1017.2,-8.1,12.6,99
17.08.2017-02:00,1.5,0,1017.1,-6.9,13.9,99
17.08.2017-03:00,1.4,0,1017,-6.8,13.9,98
17.08.2017-04:00,1.3,0,1017.1,-6.5,13.7,98
17.08.2017-05:00,2.1,0,1017.2,-4.6,13.6,97
17.08.2017-06:00,1.9,0,1017.1,11.7,13.7,95
17.08.2017-07:00,2.7,4,1017.2,77.8,14.2,91
17.08.2017-08:00,3.2,26,1017.1,222.1,15.1,84
17.08.2017-09:00,2.7,36,1017.4,336.5,17,70
17.08.2017-10:00,2,60,1017.1,549,18.1,68
17.08.2017-11:00,3.2,60,1016.5,639.9,19.1,63
17.08.2017-12:00,3,49,1015.9,521.1,18.8,61
17.08.2017-13:00,4.1,32,1015.5,545.2,18.8,58
17.08.2017-14:00,2.5,5,1014.9,373.2,19.4,56
17.08.2017-15:00,3.8,0,1014.5,321.4,18.7,60
17.08.2017-16:00,4.6,0,1014.3,237.1,18,65
17.08.2017-17:00,3,0,1013.9,150.4,17.5,59
17.08.2017-18:00,1.7,0,1013.2,74.4,17.1,63
17.08.2017-19:00,1.7,0,1012.6,29.9,17,66
17.08.2017-20:00,1.6,0,1012.1,-0.9,16.9,68
17.08.2017-21:00,2.5,0,1011.3,-7.1,16.1,77
17.08.2017-22:00,2.3,0,1010.7,-7.6,15.8,79
17.08.2017-23:00,2.2,0,1010.3,-8,14.8,90
18.08.2017-00:00,3.1,0,1009.2,-5.7,14.1,96
18.08.2017-01:00,4.3,0,1008.1,-4,14.2,97
18.08.2017-02:00,3.3,0,1007.3,-4.3,14,99
18.08.2017-03:00,2.2,0,1006.7,-4.6,14.1,100
18.08.2017-04:00,1.6,0,1006.3,-4.8,14.1,100
18.08.2017-05:00,0.9,0,1006,-5.3,14.5,100
18.08.2017-06:00,1.8,0,1005.8,-1,14.8,100
18.08.2017-07:00,3.1,0,1005.9,12.6,15.1,100
18.08.2017-08:00,3.8,0,1006.2,47.5,15.4,99
18.08.2017-09:00,3.1,0,1006.5,86.3,15.4,99
18.08.2017-10:00,3.6,4,1006.6,201.7,16.5,88
18.08.2017-11:00,3.9,2,1006.9,228.5,16.6,83
18.08.2017-12:00,2.1,1,1006.8,134.3,17.1,89
18.08.2017-13:00,2.2,30,1006.5,477.3,19.8,71
18.08.2017-14:00,5.6,13,1006.7,349.1,19.1,67
18.08.2017-15:00,4.6,5,1006.6,236.5,18.5,70
18.08.2017-16:00,4.5,12,1006.6,242,17.5,77
18.08.2017-17:00,3.9,9,1006.6,210.2,17.8,76
18.08.2017-18:00,2.7,0,1006.2,85.3,17.2,77
18.08.2017-19:00,3,0,1006.1,35.9,17.2,78
18.08.2017-20:00,2.8,0,1006.1,8.2,16.5,89
18.08.2017-21:00,1.5,0,1006.1,-5.9,15.6,95
18.08.2017-22:00,1.8,0,1005.5,-6.8,16.1,94
18.08.2017-23:00,2,0,1005.2,-6.7,16,96
19.08.2017-00:00,1.2,0,1004.6,-6.6,16.1,96
19.08.2017-01:00,0.6,0,1004.2,-5.5,15.2,100
19.08.2017-02:00,2,0,1003.5,-6.3,15.4,100
19.08.2017-03:00,1.4,0,1002.8,-6.1,15.2,100
19.08.2017-04:00,1.3,0,1002,-5.7,15.1,100
19.08.2017-05:00,1.4,0,1001.7,-4.6,14.5,100
19.08.2017-06:00,1.6,0,1001.6,3.1,13.7,100
19.08.2017-07:00,0.3,0,1001.1,20.4,13.8,100
19.08.2017-08:00,2,0,1001.2,26.1,14.2,100
19.08.2017-09:00,2.5,4,1000.9,155.9,15.4,97
19.08.2017-10:00,3.2,0,1001.1,143.2,15,93
19.08.2017-11:00,2.6,0,1001,158.7,15.4,89
19.08.2017-12:00,5.5,27,1000.9,529.2,16.8,68
19.08.2017-13:00,5,40,1001.1,566.3,18.4,61
19.08.2017-14:00,7.3,57,1001.3,709.2,19.2,56
19.08.2017-15:00,7,36,1001.8,527.1,17.3,61
19.08.2017-16:00,6.8,36,1002.1,314,17.3,58
19.08.2017-17:00,4.3,46,1002.2,331.7,16.8,63
19.08.2017-18:00,6.2,2,1002.3,91.7,16.3,66
19.08.2017-19:00,5,0,1002.8,56,15,75
19.08.2017-20:00,4.5,0,1003,12.2,14.7,79
19.08.2017-21:00,3.1,0,1003.4,-6,14.2,84
19.08.2017-22:00,2.7,0,1003.7,-5.7,14.3,86
19.08.2017-23:00,2.7,0,1003.8,-5.9,14,86
20.08.2017-00:00,1.4,0,1004,-7,13.2,91
20.08.2017-01:00,2.4,0,1004.2,-6.4,13.2,91
20.08.2017-02:00,1.7,0,1004.4,-6.2,12.9,94
20.08.2017-03:00,2.1,0,1004.7,-6,13.1,90
20.08.2017-04:00,3,0,1005.1,-6.1,12.7,93
20.08.2017-05:00,2.4,0,1005.2,-4,12.4,87
20.08.2017-06:00,2.4,25,1005.4,40.8,12.2,87
20.08.2017-07:00,1.8,57,1005.6,182.8,14,81
20.08.2017-08:00,2.5,6,1006.1,153,13.8,85
20.08.2017-09:00,3.9,1,1006.2,195.4,14.7,80
20.08.2017-10:00,3.2,18,1006.2,270.8,16.2,72
20.08.2017-11:00,4.2,36,1006.3,399.3,15.9,78
20.08.2017-12:00,3,15,1006.6,400.8,16.8,70
20.08.2017-13:00,2.1,60,1006.6,766.9,19.1,57
20.08.2017-14:00,3.2,59,1006.8,671.5,19.8,56
20.08.2017-15:00,2.8,28,1006.9,356.8,19,57
20.08.2017-16:00,3.4,60,1007.1,491.7,19.3,58
20.08.2017-17:00,4,60,1007.5,416.6,18.2,63
20.08.2017-18:00,4,59,1007.7,307.6,17.2,70
20.08.2017-19:00,2.5,36,1008.4,100,16.1,77
20.08.2017-20:00,1.9,4,1008.9,3.6,15.6,77
20.08.2017-21:00,1.7,0,1009.5,-6.6,14.5,85
20.08.2017-22:00,1,0,1009.9,-6.8,14.4,89
20.08.2017-23:00,0.1,0,1010.3,-7.8,12.9,96
21.08.2017-00:00,1.4,0,1010.8,-8,12.2,97
21.08.2017-01:00,2.1,0,1011.2,-7.5,11.4,98
21.08.2017-02:00,1.3,0,1011.4,-7.8,11.4,96
21.08.2017-03:00,0.8,0,1011.7,-7.5,11.2,96
21.08.2017-04:00,2.2,0,1012,-7.7,11.7,92
21.08.2017-05:00,0.4,0,1012.4,-5.2,12.3,93
21.08.2017-06:00,2.9,0,1012.7,5,13.8,79
21.08.2017-07:00,3.7,4,1013.2,88.5,15,71
21.08.2017-08:00,1.4,33,1013.6,243.4,18.1,59
21.08.2017-09:00,3.4,58,1013.9,324.4,18.1,58
21.08.2017-10:00,4,60,1013.9,570.8,18.8,54
21.08.2017-11:00,2.3,26,1014.3,402.6,18.3,59
21.08.2017-12:00,3.7,3,1014.5,194.8,17.2,58
21.08.2017-13:00,2.6,31,1014.3,453.6,18.9,54
21.08.2017-14:00,3.8,49,1014.2,491.1,18.7,50
21.08.2017-15:00,2.7,20,1014.3,262.2,18.2,64
21.08.2017-16:00,3.1,0,1014.5,137.3,16.8,64
21.08.2017-17:00,1.3,16,1014.7,149.9,15.7,85
21.08.2017-18:00,1.8,11,1014.8,131,16.2,82
21.08.2017-19:00,3,0,1015.1,51,15.4,81
21.08.2017-20:00,3.9,0,1015.3,6.1,15.2,78
21.08.2017-21:00,3.7,0,1016.1,-6.7,14.4,83
21.08.2017-22:00,4.1,0,1016.7,-7,14.1,79
21.08.2017-23:00,4.9,0,1017,-6.9,12.6,80
22.08.2017-00:00,3.5,0,1017.5,-7,12.2,73
22.08.2017-01:00,4.9,0,1017.7,-6.4,12.1,67
22.08.2017-02:00,6.2,0,1018.3,-6.3,11.4,74
22.08.2017-03:00,6.6,0,1018.4,-6.3,11.4,69
22.08.2017-04:00,5.4,0,1018.9,-6.2,10.9,69
22.08.2017-05:00,3.5,0,1019.4,-5,10.7,67
22.08.2017-06:00,3,14,1020,23,10.9,66
22.08.2017-07:00,3.6,60,1020.6,151.4,12.8,56
22.08.2017-08:00,5.3,60,1021,286.4,12.9,52
22.08.2017-09:00,5.1,60,1020.9,431.2,13.8,47
22.08.2017-10:00,2.9,60,1020.9,535.7,15,48
22.08.2017-11:00,4.6,60,1020.5,628,15.9,49
22.08.2017-12:00,4.9,59,1020.1,675.9,16,44
22.08.2017-13:00,3.5,57,1020,675.8,17,45
22.08.2017-14:00,3.3,56,1019.8,612.3,17.9,40
22.08.2017-15:00,4.4,60,1019.7,581.3,17.7,42
22.08.2017-16:00,3.8,60,1019.2,480.1,18,40
22.08.2017-17:00,3.7,60,1019.4,360.1,17,41
22.08.2017-18:00,4.1,60,1019.5,225.6,15.8,45
22.08.2017-19:00,2.7,60,1019.9,104,14.9,49
22.08.2017-20:00,1.7,21,1020.2,11.9,12.8,60
22.08.2017-21:00,1.6,0,1020.7,-7.7,10.9,71
22.08.2017-22:00,2.9,0,1020.7,-7.5,10.6,71
22.08.2017-23:00,3.6,0,1020.8,-6.9,10.4,71
23.08.2017-00:00,2.1,0,1020.9,-7.7,9.6,73
23.08.2017-01:00,2.9,0,1020.7,-7.9,10,68
23.08.2017-02:00,1,0,1020.6,-7.7,9.1,73
23.08.2017-03:00,1.9,0,1020.2,-8.1,8.4,79
